filepath,pdf_base,voluntario,seq,bytes
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,6,60695
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,6,60695
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_6.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,6,60695
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,7,80760
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,7,80760
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_7.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,7,80760
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,8,94791
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,8,94791
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_8.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,8,94791
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,9,70071
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,9,70071
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_9.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,9,70071
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,10,73011
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,10,73011
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario4_10.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,4,10,73011
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,1,97014
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,1,97014
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_1.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,1,97014
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_1/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,2,93422
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewB/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,2,93422
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_2.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,2,93422
clusters/Pranchetas fotografias - dentição decídua - ceod treinamento/cluster_0/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,3,76857
images_by_view/Pranchetas fotografias - dentição decídua - ceod treinamento/viewA/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,3,76857
Pranchetas fotografias - dentição decídua - ceod treinamento/Pranchetas fotografias - dentição decídua - ceod treinamento_Voluntario5_3.jpeg,Pranchetas fotografias - dentição decídua - ceod treinamento,5,3,76857
